latitude,longitude
58.251828235617,26.412900448113
58.251829509799,26.412899658433
58.251830910566,26.412898799302
58.251832275879,26.412897967605
58.251833603896,26.412897169328
58.251835004976,26.412896335341
58.251836378708,26.412895525364
58.25183765291,26.412894776481
58.251839159992,26.412893890202
58.251840558084,26.412893066411
58.251841932491,26.412892256726
58.251843391642,26.412891397428
58.251844811038,26.412890551442
58.251846179857,26.412889722521
58.251847660655,26.412888804822
58.251849105553,26.412887899959
58.251850506264,26.412887016813
58.251851982129,26.412886083973
58.251853435228,26.412885172542
58.251854816969,26.412884323834
58.251856348674,26.412883408253
58.251857823475,26.412882543151
58.25185922947,26.412881731873
58.251860778351,26.412880844267
58.251862258618,26.412879994161
58.251863688114,26.412879169279
58.251865230521,26.412878265116
58.251866730538,26.412877372449
58.251868196856,26.412876484725
58.251869722149,26.412875551283
58.251871231342,26.412874617504
58.251872676116,26.412873716156
58.251874245055,26.412872727354
58.251875777155,26.412871752581
58.251877267127,26.412870804135
58.251878835349,26.412869818917
58.251880377728,26.412868860287
58.251881800185,26.412867989579
58.251883456279,26.412866987525
58.251885027154,26.412866041194
58.251886549081,26.412865139258
58.251888166392,26.412864184874
58.251889732726,26.412863272721
58.251891257913,26.412862382791
58.251892911488,26.412861421015
58.251894520366,26.412860477064
58.251896093817,26.412859538394
58.251897729123,26.412858547736
58.251899337812,26.412857560712
58.251900879147,26.412856607427
58.251902568636,26.412855566139
58.251904200497,26.412854563524
58.251905776861,26.412853591854
58.251907463741,26.41285255408
58.251909084306,26.412851548709
58.251910672398,26.412850571165
58.251912374011,26.412849530424
58.251914046381,26.412848523895
58.25191565911,26.412847571652
58.251917386394,26.412846572858
58.251919062729,26.41284562238
58.251920673586,26.41284472019
58.251922437417,26.412843741084
58.251924139674,26.412842794758
58.251925800692,26.412841866629
58.253553980122,26.411474561086
58.253556493285,26.41147322714
58.25355894583,26.411471941634
58.253561269948,26.411470741602
58.253563846577,26.411469421705
58.253566291425,26.411468173617
58.253568653527,26.411466982314
58.253571175279,26.411465711745
58.253573582356,26.411464520156
58.253575890358,26.411463385773
58.253578433485,26.411462153933
58.253580857996,26.411460977855
58.253583212754,26.411459843775
58.253585695785,26.41145865668
58.253588085188,26.411457522867
58.253590392957,26.411456442265
58.253592912033,26.411455279854
58.253595345631,26.411454172341
58.253597662644,26.411453123757
58.253600175209,26.41145200767
58.253602585671,26.411450936162
58.254569070789,26.41143818027
58.254572275371,26.411438332499
58.254575369863,26.411438484226
58.254578339482,26.411438630539
58.254581518991,26.411438787607
58.254584610129,26.411438946473
58.254587536192,26.411439101305
58.254590762487,26.411439272379
58.254593853632,26.411439441457
58.25459687485,26.411439606952
58.254600066642,26.411439785965
58.254603146347,26.411439959499
58.25460609931,26.411440129365
58.254609324472,26.411440321693
58.254612437491,26.411440497824
58.254615479506,26.411440675774
58.254618658751,26.411440853257
58.254621762238,26.41144102987
58.254624640956,26.411441195333
58.254627956182,26.411441391477
58.254631105123,26.411441577284
58.254634147587,26.411441753267
58.254637329427,26.411441933493
58.25464044273,26.411442103208
58.254643420968,26.411442273628
58.254646678516,26.411442437479
58.254649811907,26.411442591625
58.254652901133,26.411442735528
58.25465607097,26.411442869622
58.254659193448,26.411443000947
58.254662178628,26.41144312553
58.25466544878,26.411443258823
58.254668613098,26.411443393757
58.254671656833,26.411443528098
58.254674899709,26.411443675584
58.254678023326,26.411443815125
58.254681023001,26.411443948492
58.254684301136,26.411444087265
58.254687465816,26.411444207731
58.25469053535,26.41144433171
58.254693774447,26.411444463659
58.254696917656,26.411444594989
58.254699932615,26.411444731927
58.254703238735,26.411444870167
58.254706429455,26.411445012121
58.25470951785,26.411445140551
58.254712730716,26.411445263627
58.254715906096,26.411445388388
58.25471889275,26.411445508797
58.254722204588,26.411445629574
58.254725450827,26.41144574576
58.254728545979,26.411445850786
58.254731809527,26.411445951173
58.2547349911,26.411446041292
58.254737985542,26.411446121823
58.254741354726,26.411446208874
58.254744549923,26.411446297051
58.2547477162,26.411446373793
58.254750978824,26.41144646902
58.254754134128,26.411446565195
58.254757182926,26.411446661949
58.254760539332,26.411446773964
58.254763766129,26.411446880616
58.254766844102,26.41144697674
58.254770164228,26.411447074652
58.254773354792,26.411447170791
58.254776418563,26.411447259933
58.254779763742,26.411447352855
58.254782998501,26.411447434391
58.254786124955,26.411447513545
58.254789439292,26.411447588689
58.25479264622,26.41144766054
58.254795697174,26.411447721765
58.254799058587,26.411447789394
58.254802310178,26.411447850522
58.254805426789,26.411447913707
58.254808762854,26.41144797697
58.254811983223,26.411448039034
58.254814977103,26.411448094173
58.254818424962,26.411448161201
58.25482168139,26.411448230188
58.254824842105,26.411448305808
58.254828141404,26.411448388792
58.254831377828,26.411448474213
58.254834484384,26.411448555693
58.254837847812,26.41144864383
58.254841129245,26.411448726736
58.254844316515,26.411448805108
58.254847616114,26.411448888081
58.254850850504,26.411448969824
58.254853942377,26.411449053191
58.255600412531,26.411516081752
58.25560364614,26.411516465071
58.255607200365,26.411516895938
58.255610638351,26.411517306882
58.255613953156,26.411517708127
58.255617439625,26.411518129023
58.255620807106,26.411518532774
58.255623943317,26.411518912949
58.255627547586,26.411519354741
58.255630938571,26.411519768047
58.255634226718,26.411520162211
58.255637681276,26.411520577645
58.255641012653,26.411520976982
58.255644202545,26.41152134689
58.255647687509,26.411521758279
58.255651053105,26.411522150121
58.255654339323,26.411522537097
58.255657727548,26.41152293528
58.255661011496,26.411523316879
58.255664175777,26.411523686398
58.255667619638,26.411524088374
58.255670950522,26.411524486716
58.25567417295,26.41152487241
58.255677558869,26.411525278458
58.255680815778,26.411525674663
58.255683957297,26.41152605238
58.255687369665,26.411526471168
58.255690675478,26.41152687232
58.255693890128,26.411527261007
58.255697215785,26.411527663098
58.255700457913,26.411528062761
58.255703559601,26.41152843878
58.255706971847,26.411528860779
58.255710266473,26.411529274429
58.255713433621,26.4115296726
58.255716771579,26.411530099178
58.255720003873,26.411530509105
58.255723041582,26.41153089186
58.255726490875,26.411531333358
58.255729763352,26.411531754061
58.255732951741,26.411532169356
58.25573626436,26.411532602829
58.255739491471,26.411533032524
58.255742575044,26.411533431634
58.255745974491,26.411533883182
58.255749250889,26.411534323683
58.255752443287,26.411534751178
58.25575577939,26.411535202056
58.255759004872,26.411535637
58.255762075633,26.411536043773
58.255765504181,26.411536500661
58.255768747206,26.411536935373
58.255771899947,26.411537359316
58.255775241027,26.41153781616
58.255778470424,26.411538242977
58.255781559322,26.411538654879
58.255784947632,26.411539096508
58.255788229878,26.411539525757
58.255791400432,26.411539941383
58.255794735774,26.411540374249
58.255797948588,26.411540785579
58.25580104123,26.411541175805
58.255804428516,26.411541598508
58.25580770823,26.411542013034
58.255810883986,26.411542415813
58.255814202083,26.411542842933
58.256246930705,26.411619005161
58.256250058426,26.411619705654
58.256253080316,26.411620385763
58.256256375361,26.411621117022
58.256259552095,26.411621821948
58.256262615397,26.411622494502
58.256265862213,26.411623209131
58.2562689833,26.411623898664
58.256271965481,26.411624553749
58.256275274323,26.411625290532
58.256278412571,26.411625986065
58.256281480417,26.411626665885
58.256284701421,26.411627374056
58.256287797587,26.411628059814
58.256290774171,26.41162872183
58.25629405547,26.411629443385
58.256297199667,26.411630136869
58.256300242246,26.41163079722
58.256303444884,26.411631492319
58.256306550699,26.411632160104
58.256309452472,26.411632790784
58.256312795482,26.411633512797
58.256315881104,26.411634167504
58.256318953207,26.411634810751
58.256322142177,26.411635469491
58.256325235386,26.411636102472
58.256328209896,26.411636694927
58.256331436246,26.411637346505
58.256334571121,26.411637971683
58.256337625892,26.411638579888
58.256340822552,26.41163921822
58.256343883118,26.411639818632
58.260017225735,26.408143863126
58.260019313219,26.408142252169
58.260021304836,26.408140735195
58.260023526616,26.408139075731
58.260025628433,26.408137516205
58.260027680819,26.408136026662
58.260029878882,26.408134449044
58.260032001541,26.408132959715
58.260034021522,26.408131562464
58.260036269012,26.408130045425
58.260038419925,26.408128629168
58.260040524288,26.408127252971
58.260042747167,26.408125831039
58.260044913034,26.408124471068
58.260046876577,26.408123260957
58.260049246326,26.408121828814
58.260051439069,26.408120531861
58.260053576707,26.408119295215
58.26005584445,26.408118012692
58.260058046886,26.408116797584
58.260060157942,26.40811564743
58.260062474986,26.40811441521
58.260064707601,26.408113244892
58.26006689205,26.408112131902
58.260069191642,26.408110996284
58.260071446019,26.408109911434
58.260073567698,26.408108922945
58.260075953034,26.408107838314
58.260078212421,26.408106836977
58.260080421528,26.408105888114
58.260082773876,26.408104917372
58.260085060678,26.40810399976
58.260087239653,26.408103151899
58.26008964599,26.408102235286
58.260091961616,26.408101380239
58.260094210202,26.408100571856
58.260096596569,26.408099745246
58.26009890956,26.408098969933
58.26010116089,26.408098245675
58.260103579413,26.408097502069
58.260105928562,26.408096820639
58.260108228995,26.408096187514
58.260110640313,26.408095563965
58.260113007216,26.40809498287
58.2601151801,26.408094475243
58.260117733204,26.408093910625
58.260120128783,26.408093425511
58.260122474267,26.40809297681
58.260124930899,26.408092541079
58.260127328238,26.408092150392
58.260129610212,26.408091801394
