,index,front_wide_filename,autonomous,steering_angle,vehicle_speed,turn_signal,position_x,position_y
0,28148,front_wide\1635234548135988951.jpg,False,1.7798760519088823,0.7807630380650216,1.0,58.25174762057,26.412953614349
1,28148,front_wide\1635234548169301987.jpg,False,2.5143055960605403,1.2093677314417386,1.0,58.251747733555,26.412953531333
2,28148,front_wide\1635234548202638865.jpg,False,2.420043548270457,1.379905589925183,1.0,58.25174785057,26.412953444543
3,28148,front_wide\1635234548235958815.jpg,False,2.183900662435883,1.5766811010318924,1.0,58.251747987089,26.41295334204
4,28148,front_wide\1635234548269320965.jpg,False,2.313827774269482,1.6179036252961108,1.0,58.251748129659,26.412953235565
5,28148,front_wide\1635234548302659988.jpg,False,2.8192025189432433,1.7522226870908966,1.0,58.251748277049,26.412953126469
6,28148,front_wide\1635234548336002827.jpg,False,3.6209027770968523,1.9293783259423507,1.0,58.251748444387,26.412953003764
7,28148,front_wide\1635234548369325876.jpg,False,4.478730245958725,1.977372433835781,1.0,58.251748617454,26.412952878354
8,28148,front_wide\1635234548402647018.jpg,False,6.248531599479003,2.114929318640385,1.0,58.251748764639,26.412952772243
9,28148,front_wide\1635234548435990810.jpg,False,8.505593581170265,2.291481277759578,1.0,58.251748997221,26.412952603784
10,28148,front_wide\1635234548469310999.jpg,False,11.171739002563822,2.403388085009315,1.0,58.251749204094,26.41295245298
11,28148,front_wide\1635234548502694845.jpg,False,13.039792293593393,2.6448434564857264,1.0,58.251749411681,26.412952300518
12,28148,front_wide\1635234548535985947.jpg,False,15.935882102249414,2.7282333343231286,1.0,58.251749647433,26.412952126709
13,28148,front_wide\1635234548569325924.jpg,False,19.05437055010236,2.833577904279992,1.0,58.251749882107,26.412951952446
14,28148,front_wide\1635234548602640867.jpg,False,21.030965408027402,3.071078596840213,1.0,58.251750118514,26.41295177571
15,28148,front_wide\1635234548635993004.jpg,False,23.60221000075208,3.1941366617370366,1.0,58.251750385751,26.412951574182
16,28148,front_wide\1635234548669317961.jpg,False,25.893328220894414,3.3001122220384596,1.0,58.251750653787,26.412951371018
17,28148,front_wide\1635234548702656031.jpg,False,27.764156391495714,3.5041686589336436,1.0,58.251750924592,26.412951166356
18,28148,front_wide\1635234548735970020.jpg,False,28.866580436695443,3.5922024903167187,1.0,58.25175122336,26.412950942419
19,28148,front_wide\1635234548769346952.jpg,False,30.068693697292737,3.789057498250446,1.0,58.251751522008,26.412950720918
20,28148,front_wide\1635234548802639961.jpg,False,30.81924877905948,3.9429126382502804,1.0,58.251751820779,26.412950500875
21,28148,front_wide\1635234548835994959.jpg,False,31.270014063119316,3.9916209342996574,1.0,58.251752158542,26.412950251815
22,28148,front_wide\1635234548869314909.jpg,False,31.506848828135805,4.214028691318377,1.0,58.251752496825,26.412950001133
23,28148,front_wide\1635234548902640820.jpg,False,31.51267873219528,4.3030918412506045,1.0,58.25175283203,26.412949750547
24,28148,front_wide\1635234548936038017.jpg,False,31.51267873219528,4.442749380446079,1.0,58.25175320012,26.412949474781
25,28148,front_wide\1635234548969321012.jpg,False,31.51267873219528,4.649541859830926,1.0,58.251753569464,26.412949197362
26,28149,front_wide\1635234549002666950.jpg,False,31.617868958349714,4.800121581637228,1.0,58.251753917176,26.412948937491
27,28149,front_wide\1635234549035984039.jpg,False,31.627270291221446,5.001982245765622,1.0,58.251754347589,26.412948618436
28,28149,front_wide\1635234549069322824.jpg,False,31.627270291221446,5.101828350734369,1.0,58.251754756816,26.412948316774
29,28149,front_wide\1635234549102632999.jpg,False,31.680794528887585,5.232387424749163,1.0,58.251755166066,26.412948016513
30,28149,front_wide\1635234549135988951.jpg,False,31.684566070734526,5.466223040934772,1.0,58.251755609666,26.412947690824
31,28149,front_wide\1635234549169304848.jpg,False,31.684566070734526,5.597211071401414,1.0,58.251756054862,26.412947363229
32,28149,front_wide\1635234549202656031.jpg,False,31.684566070734526,5.819144594229441,1.0,58.251756492163,26.412947040415
33,28149,front_wide\1635234549235988855.jpg,False,31.684566070734526,5.954404801324503,1.0,58.251756982341,26.412946676583
34,28149,front_wide\1635234549269335985.jpg,False,31.684566070734526,6.063912923213965,1.0,58.251757467203,26.412946317964
35,28149,front_wide\1635234549302654028.jpg,False,31.633774437774758,6.313848855534709,1.0,58.251757949046,26.412945963522
36,28149,front_wide\1635234549336025953.jpg,False,31.627270291221446,6.485814259083825,1.0,58.251758478882,26.41294557674
37,28149,front_wide\1635234549369309902.jpg,False,31.627270291221446,6.573576425648022,1.0,58.251758998312,26.412945200727
38,28149,front_wide\1635234549402653933.jpg,False,31.627270291221446,6.841904464948245,1.0,58.251759516488,26.412944828317
39,28149,front_wide\1635234549435972929.jpg,False,31.627270291221446,6.883952309893388,1.0,58.251760087107,26.412944420272
40,28149,front_wide\1635234549469327927.jpg,False,31.678715843977617,7.132318732670799,1.0,58.251760657628,26.412944014363
41,28149,front_wide\1635234549502681017.jpg,False,31.6334632640139,7.2855652293767665,1.0,58.251761212404,26.412943619107
42,28149,front_wide\1635234549535988808.jpg,False,31.627270291221446,7.391142133080162,1.0,58.251761824008,26.412943185196
43,28149,front_wide\1635234549569348812.jpg,False,31.678345968057048,7.667764738950179,1.0,58.251762428974,26.412942754912
44,28149,front_wide\1635234549602689028.jpg,False,31.98788870780857,7.82471699132112,1.0,58.251763018837,26.412942337784
45,28149,front_wide\1635234549636036873.jpg,False,32.377638176931576,7.904301844110388,1.0,58.251763670258,26.412941878971
46,28149,front_wide\1635234549669322968.jpg,False,32.82823602178928,8.168499078076353,1.0,58.251764315089,26.412941426316
47,28149,front_wide\1635234549702664852.jpg,False,33.414129338907784,8.377857755234867,1.0,58.251764952772,26.412940979793
48,28149,front_wide\1635234549735981941.jpg,False,33.76269858313991,8.478770475805106,1.0,58.251765643678,26.412940498621
49,28149,front_wide\1635234549769352913.jpg,False,34.29468451310028,8.767660001355656,1.0,58.25176633044,26.412940020945
50,28149,front_wide\1635234549802688837.jpg,False,34.80032165310264,8.856,1.0,58.251766996909,26.412939552633
51,28149,front_wide\1635234549836004972.jpg,False,35.12550913001747,8.984985117722044,1.0,58.251767740965,26.41293902722
52,28149,front_wide\1635234549869352818.jpg,False,35.37191719941,9.246024324514329,1.0,58.251768466055,26.412938507729
53,28149,front_wide\1635234549902675867.jpg,False,35.408791739084876,9.477786782958738,1.0,58.251769189156,26.412937986191
54,28149,front_wide\1635234549935992956.jpg,False,35.408791739084876,9.590471923884234,1.0,58.251769958654,26.412937431511
55,28149,front_wide\1635234549969367981.jpg,False,35.22055258776717,9.66311217154093,1.0,58.251770716682,26.412936883818
56,28150,front_wide\1635234550002660990.jpg,False,34.95434318100293,9.807796228990195,1.0,58.251771430272,26.412936373998
57,28150,front_wide\1635234550036010981.jpg,False,34.580911656153134,9.962224907365147,1.0,58.251772284435,26.412935777723
58,28150,front_wide\1635234550069357872.jpg,False,33.845156632619734,10.033109101717718,1.0,58.251773086053,26.412935232485
59,28150,front_wide\1635234550102679014.jpg,False,32.5059702757881,10.195829490361197,1.0,58.251773874944,26.412934706278
60,28150,front_wide\1635234550136054993.jpg,False,31.45610290899002,10.334054535802672,1.0,58.251774724717,26.412934148053
61,28150,front_wide\1635234550169368029.jpg,False,30.093509148543145,10.441863977267433,1.0,58.251775562129,26.41293359951
62,28150,front_wide\1635234550202706814.jpg,False,29.045863372155267,10.58998646019765,1.0,58.251776364564,26.412933075825
63,28150,front_wide\1635234550236037016.jpg,False,28.214830790941875,10.724399912703994,1.0,58.251777262057,26.412932489631
64,28150,front_wide\1635234550269385815.jpg,False,27.750586788105874,10.93154416463071,1.0,58.251778135659,26.412931916516
65,28150,front_wide\1635234550302675009.jpg,False,27.63106875757069,11.062871163446687,1.0,58.251778997106,26.41293135072
66,28150,front_wide\1635234550336027861.jpg,False,27.61656572530568,11.203985001041598,1.0,58.251779912152,26.412930745816
67,28150,front_wide\1635234550369326830.jpg,False,27.61656572530568,11.43286806945927,1.0,58.251780809837,26.412930148392
