,index,front_wide_filename,autonomous,steering_angle,vehicle_speed,turn_signal,position_x,position_y
0,28178.0,front_wide\1635234578769870043.jpg,0.0,24.694480970138482,31.903633273534133,1.0,58.253514098781,26.411497815897
1,28178.0,front_wide\1635234578803208828.jpg,0.0,24.694480970138482,31.754850031888726,1.0,58.253516508049,26.411496319162
2,28178.0,front_wide\1635234578836519003.jpg,0.0,24.694480970138482,31.82864060552915,1.0,58.253519137624,26.411494694698
3,28178.0,front_wide\1635234578869860888.jpg,0.0,24.694480970138482,31.60808046012083,1.0,58.253521680312,26.411493140892
4,28178.0,front_wide\1635234578903175831.jpg,0.0,24.694480970138482,31.50861693761017,1.0,58.253524145569,26.411491646897
5,28178.0,front_wide\1635234578936507940.jpg,0.0,24.88413641753378,31.52629506444934,1.0,58.253526732975,26.411490101874
6,28178.0,front_wide\1635234578969862938.jpg,0.0,25.168230504081702,31.40067849170727,1.0,58.253529222431,26.411488633747
7,28179.0,front_wide\1635234579003180981.jpg,0.0,25.76820985453296,31.490137998436282,1.0,58.253531559435,26.411487265795
8,28179.0,front_wide\1635234579036535025.jpg,0.0,26.729316811482352,31.40601543186756,1.0,58.253534230419,26.411485710356
9,28179.0,front_wide\1635234579069849968.jpg,0.0,27.983610511972564,31.302943586900565,1.0,58.253536731791,26.411484256706
10,28179.0,front_wide\1635234579103202820.jpg,0.0,28.865785255299095,31.099398046821936,1.0,58.253539133987,26.411482864351
11,28179.0,front_wide\1635234579136538982.jpg,0.0,29.82283934712425,31.00651095871991,1.0,58.253541708395,26.411481379457
12,28179.0,front_wide\1635234579169862986.jpg,0.0,30.572014947084675,30.919736386752668,1.0,58.253544164999,26.411479978869
13,28179.0,front_wide\1635234579203179836.jpg,0.0,30.710537819012128,30.913778284969023,1.0,58.253546515701,26.411478652526
14,28179.0,front_wide\1635234579236533880.jpg,0.0,30.524565746720533,30.975949893365563,1.0,58.253549100489,26.411477219751
15,28179.0,front_wide\1635234579269842863.jpg,0.0,30.25056875954944,30.737802940772298,1.0,58.253551586857,26.411475855826
16,28179.0,front_wide\1635234579303196907.jpg,0.0,29.547576340978694,30.712342978433078,1.0,58.253553980122,26.411474561086
17,28179.0,front_wide\1635234579336514950.jpg,0.0,28.46279918610767,30.5965463812132,1.0,58.253556493285,26.41147322714
18,28179.0,front_wide\1635234579369884014.jpg,0.0,27.419106788117602,30.528000000000002,1.0,58.25355894583,26.411471941634
19,28179.0,front_wide\1635234579403173923.jpg,0.0,26.66657638433127,30.405016147747777,1.0,58.253561269948,26.411470741602
20,28179.0,front_wide\1635234579436551809.jpg,0.0,26.030484362936345,30.17534266354449,1.0,58.253563846577,26.411469421705
21,28179.0,front_wide\1635234579469842911.jpg,0.0,25.807687431693157,30.394427233885025,1.0,58.253566291425,26.411468173617
22,28179.0,front_wide\1635234579503194809.jpg,0.0,25.783100780887047,30.45415951422528,1.0,58.253568653527,26.411466982314
23,28179.0,front_wide\1635234579536530018.jpg,0.0,25.783100780887047,30.419999999999998,1.0,58.253571175279,26.411465711745
24,28179.0,front_wide\1635234579569857836.jpg,0.0,25.783100780887047,30.231142878518096,1.0,58.253573582356,26.411464520156
25,28179.0,front_wide\1635234579603227854.jpg,0.0,25.783100780887047,30.108310105100536,1.0,58.253575890358,26.411463385773
26,28179.0,front_wide\1635234579636523962.jpg,0.0,25.958975725109582,29.951831710601674,1.0,58.253578433485,26.411462153933
27,28179.0,front_wide\1635234579669864893.jpg,0.0,26.31910719610351,30.00040655204924,1.0,58.253580857996,26.411460977855
28,28179.0,front_wide\1635234579703192949.jpg,0.0,26.71863147501715,29.96583649538471,1.0,58.253583212754,26.411459843775
